Escolaridade,AnoIngresso,Cidade,NivelSalario,Idade,Sexo,JaFicouOcioso,AnosExperiencia,PedidoDemissao
graduacao,2017,Pune,3,27,masculino,sim,5,0
doutorado,2013,New Delhi,3,30,masculino,nao,1,0
mestrado,2018,Bangalore,3,26,masculino,nao,4,1
graduacao,2012,Bangalore,3,26,masculino,nao,4,0
graduacao,2013,Bangalore,3,26,masculino,nao,4,0
graduacao,2015,New Delhi,3,26,feminino,nao,4,0
graduacao,2016,Pune,3,29,masculino,nao,2,0
graduacao,2018,Bangalore,3,29,feminino,sim,2,1
graduacao,2016,Bangalore,3,28,masculino,nao,1,0
mestrado,2012,Pune,3,30,masculino,nao,1,0
graduacao,2014,Bangalore,3,30,feminino,nao,2,0
graduacao,2013,Bangalore,3,27,masculino,nao,5,1
graduacao,2014,Bangalore,3,29,feminino,nao,1,0
graduacao,2013,Pune,3,28,masculino,nao,2,0
graduacao,2014,Pune,3,29,masculino,nao,2,0
graduacao,2012,Bangalore,1,30,feminino,nao,2,0
graduacao,2018,Pune,3,28,masculino,nao,2,1
graduacao,2012,Bangalore,3,30,feminino,sim,2,0
mestrado,2017,New Delhi,2,30,masculino,nao,1,0
graduacao,2014,New Delhi,3,27,feminino,nao,5,0
mestrado,2014,New Delhi,3,29,masculino,nao,2,0
graduacao,2016,Bangalore,3,29,masculino,nao,2,0
graduacao,2014,Pune,2,28,feminino,nao,2,1
graduacao,2017,New Delhi,3,26,masculino,nao,4,0
graduacao,2018,Pune,3,28,masculino,nao,1,1
graduacao,2016,Pune,3,29,masculino,nao,1,0
graduacao,2015,Pune,3,26,feminino,sim,4,1
mestrado,2017,Bangalore,3,27,masculino,nao,5,1
mestrado,2017,New Delhi,2,26,masculino,nao,4,0
mestrado,2013,New Delhi,3,26,feminino,nao,4,1
graduacao,2017,Bangalore,3,29,masculino,nao,1,0
mestrado,2013,New Delhi,3,27,feminino,nao,5,0
graduacao,2012,Pune,2,30,feminino,nao,2,1
graduacao,2013,New Delhi,3,26,masculino,nao,4,0
graduacao,2015,Pune,2,28,feminino,nao,1,1
graduacao,2013,New Delhi,3,27,masculino,nao,5,0
graduacao,2015,Pune,2,29,feminino,sim,2,1
graduacao,2012,Bangalore,1,27,feminino,nao,5,0
graduacao,2012,Bangalore,3,28,masculino,nao,2,0
graduacao,2015,New Delhi,3,26,masculino,nao,4,0
graduacao,2017,New Delhi,3,28,feminino,nao,1,0
graduacao,2013,Bangalore,3,27,masculino,nao,5,0
mestrado,2014,Bangalore,3,28,masculino,nao,1,1
graduacao,2015,Bangalore,3,29,masculino,nao,1,0
graduacao,2017,New Delhi,3,27,feminino,nao,5,0
graduacao,2012,Bangalore,3,27,masculino,sim,5,0
mestrado,2017,New Delhi,2,30,masculino,nao,2,0
graduacao,2015,Bangalore,3,28,feminino,nao,2,0
mestrado,2017,Bangalore,1,27,masculino,nao,5,0
graduacao,2015,Bangalore,3,27,masculino,nao,5,0
graduacao,2018,Bangalore,3,27,masculino,sim,5,1
mestrado,2017,Pune,2,30,masculino,nao,1,0
graduacao,2013,Pune,3,29,masculino,nao,2,0
graduacao,2013,Pune,3,29,masculino,nao,2,0
graduacao,2012,Pune,3,27,masculino,sim,5,0
graduacao,2015,Pune,3,30,feminino,nao,1,1
graduacao,2015,Pune,2,29,feminino,nao,2,1
mestrado,2018,Pune,3,26,masculino,nao,4,1
mestrado,2013,Bangalore,2,29,feminino,nao,2,1
graduacao,2014,Bangalore,1,28,masculino,nao,2,1
graduacao,2015,Bangalore,3,30,masculino,nao,1,0
graduacao,2015,Pune,2,27,feminino,nao,5,1
graduacao,2014,Bangalore,3,28,feminino,sim,1,0
mestrado,2015,New Delhi,3,27,masculino,nao,5,0
mestrado,2017,New Delhi,2,26,masculino,nao,4,1
graduacao,2018,Bangalore,3,28,masculino,nao,1,1
graduacao,2015,New Delhi,3,28,feminino,nao,2,0
graduacao,2013,Bangalore,3,27,masculino,nao,5,0
graduacao,2013,Pune,1,26,feminino,nao,4,1
mestrado,2017,New Delhi,2,30,masculino,sim,2,0
graduacao,2015,Bangalore,3,28,feminino,nao,1,0
graduacao,2013,Bangalore,3,27,masculino,sim,5,0
graduacao,2012,Bangalore,3,26,masculino,nao,4,1
graduacao,2018,Bangalore,3,28,masculino,nao,2,1
mestrado,2017,New Delhi,2,28,masculino,nao,2,0
graduacao,2015,Bangalore,3,29,masculino,nao,2,0
graduacao,2012,New Delhi,3,30,masculino,nao,1,1
mestrado,2016,Pune,3,30,masculino,nao,1,0
graduacao,2014,Pune,3,30,masculino,nao,1,0
graduacao,2018,Bangalore,3,26,masculino,nao,4,1
mestrado,2017,Bangalore,3,26,masculino,nao,4,1
graduacao,2012,New Delhi,3,27,feminino,nao,5,0
graduacao,2018,Bangalore,3,26,feminino,sim,4,1
doutorado,2014,Bangalore,3,27,masculino,nao,5,0
mestrado,2017,New Delhi,2,26,masculino,sim,4,1
graduacao,2013,Bangalore,3,30,feminino,nao,1,1
graduacao,2012,Bangalore,3,30,feminino,nao,2,0
mestrado,2018,New Delhi,3,26,masculino,sim,4,1
graduacao,2013,Bangalore,1,28,feminino,nao,1,0
graduacao,2017,Bangalore,3,30,masculino,nao,1,0
mestrado,2017,Pune,2,30,feminino,nao,2,1
doutorado,2016,Bangalore,3,27,masculino,nao,5,0
graduacao,2016,New Delhi,3,28,feminino,nao,2,0
graduacao,2015,Pune,2,29,feminino,nao,1,1
graduacao,2013,Bangalore,3,27,feminino,nao,5,0
mestrado,2014,Pune,3,27,masculino,nao,5,0
mestrado,2017,New Delhi,2,26,feminino,sim,4,1
mestrado,2017,New Delhi,2,30,feminino,nao,1,0
mestrado,2018,New Delhi,3,27,feminino,nao,5,1
graduacao,2017,Pune,2,29,masculino,nao,1,0
mestrado,2014,New Delhi,1,29,masculino,nao,1,0
graduacao,2015,Pune,2,30,feminino,nao,2,1
graduacao,2014,Bangalore,3,30,masculino,nao,2,1
mestrado,2018,New Delhi,1,30,feminino,nao,2,0
graduacao,2017,Bangalore,3,29,masculino,nao,1,0
graduacao,2016,Pune,3,28,masculino,nao,2,0
graduacao,2018,Bangalore,3,26,feminino,nao,4,1
graduacao,2014,Bangalore,1,28,feminino,nao,2,0
mestrado,2017,New Delhi,2,29,feminino,nao,2,0
mestrado,2013,New Delhi,3,26,masculino,nao,4,1
graduacao,2017,New Delhi,2,28,feminino,nao,1,0
graduacao,2016,Bangalore,3,30,feminino,nao,1,0
doutorado,2015,Pune,3,27,masculino,nao,5,0
graduacao,2016,Bangalore,3,29,masculino,nao,2,0
graduacao,2014,Pune,2,28,feminino,nao,2,1
graduacao,2016,Bangalore,3,26,masculino,nao,4,0
mestrado,2017,New Delhi,2,30,feminino,sim,2,0
doutorado,2013,New Delhi,3,30,feminino,nao,2,0
graduacao,2015,Bangalore,3,29,masculino,nao,2,0
graduacao,2017,Bangalore,3,28,masculino,nao,2,0
graduacao,2015,Bangalore,3,29,masculino,nao,2,1
graduacao,2015,Pune,1,26,feminino,nao,4,1
graduacao,2013,Bangalore,3,28,masculino,nao,1,0
graduacao,2015,Pune,2,29,feminino,nao,2,1
graduacao,2013,Bangalore,3,26,masculino,sim,4,0
mestrado,2014,Pune,3,30,masculino,nao,2,0
mestrado,2017,Pune,2,30,masculino,sim,2,0
graduacao,2017,Pune,3,27,masculino,nao,5,0
graduacao,2014,New Delhi,3,28,feminino,sim,2,0
graduacao,2014,New Delhi,3,27,feminino,nao,5,0
graduacao,2015,Pune,2,29,feminino,sim,1,1
graduacao,2013,Pune,3,26,masculino,nao,4,0
graduacao,2014,New Delhi,3,30,masculino,nao,1,0
graduacao,2013,Pune,2,26,masculino,nao,4,0
graduacao,2016,Bangalore,3,26,masculino,nao,4,0
mestrado,2017,New Delhi,2,28,feminino,nao,2,0
mestrado,2017,New Delhi,2,27,masculino,nao,5,1
graduacao,2017,Pune,2,29,feminino,nao,1,1
mestrado,2017,New Delhi,2,28,feminino,nao,1,1
graduacao,2017,New Delhi,2,26,masculino,nao,4,0
graduacao,2014,Bangalore,3,29,feminino,nao,1,1
graduacao,2012,Bangalore,3,28,masculino,nao,1,0
graduacao,2016,Bangalore,3,27,masculino,nao,5,0
graduacao,2012,Bangalore,3,28,feminino,nao,1,0
mestrado,2015,Pune,2,30,feminino,nao,2,1
mestrado,2017,New Delhi,2,28,masculino,nao,2,0
mestrado,2015,Pune,2,29,feminino,nao,1,0
mestrado,2015,Bangalore,3,26,masculino,nao,4,1
graduacao,2013,Bangalore,3,26,masculino,nao,4,0
graduacao,2017,Bangalore,3,29,feminino,nao,1,0
graduacao,2017,Bangalore,3,27,masculino,sim,5,0
graduacao,2014,New Delhi,3,29,feminino,nao,2,0
graduacao,2017,New Delhi,3,27,feminino,nao,5,0
mestrado,2017,Pune,2,28,feminino,nao,2,0
mestrado,2013,New Delhi,3,27,feminino,nao,5,1
mestrado,2017,New Delhi,3,27,masculino,sim,5,1
graduacao,2013,Bangalore,3,30,masculino,nao,2,0
graduacao,2015,Pune,2,27,feminino,sim,5,1
graduacao,2014,Bangalore,3,26,masculino,nao,4,0
graduacao,2015,Bangalore,2,27,feminino,nao,5,1
graduacao,2015,Bangalore,3,30,masculino,nao,2,1
mestrado,2017,Bangalore,2,27,masculino,nao,5,0
graduacao,2017,Bangalore,3,30,masculino,nao,2,1
graduacao,2016,Pune,2,30,feminino,nao,2,1
mestrado,2016,Pune,1,27,feminino,nao,5,0
graduacao,2012,Bangalore,3,26,masculino,nao,4,0
graduacao,2014,Bangalore,3,27,masculino,nao,5,0
graduacao,2015,Pune,3,29,feminino,nao,2,1
graduacao,2013,New Delhi,3,26,masculino,nao,4,0
graduacao,2015,Pune,2,29,feminino,nao,2,1
graduacao,2013,Pune,3,28,masculino,nao,2,0
graduacao,2013,Pune,2,27,masculino,nao,5,1
mestrado,2014,New Delhi,3,28,masculino,nao,1,1
graduacao,2016,New Delhi,3,27,feminino,nao,5,1
graduacao,2016,New Delhi,3,29,feminino,sim,2,0
mestrado,2018,New Delhi,1,26,feminino,nao,4,1
graduacao,2015,Bangalore,3,27,feminino,nao,5,0
graduacao,2013,Pune,2,27,feminino,nao,5,1
graduacao,2014,New Delhi,3,28,feminino,nao,2,0
graduacao,2014,Bangalore,3,27,masculino,nao,5,0
graduacao,2016,Bangalore,3,29,feminino,nao,1,0
graduacao,2012,Bangalore,3,29,feminino,nao,1,0
graduacao,2018,Bangalore,3,29,masculino,sim,2,1
graduacao,2012,Pune,3,30,masculino,nao,1,0
graduacao,2013,Bangalore,3,30,masculino,sim,1,1
graduacao,2014,Bangalore,3,27,masculino,nao,5,0
graduacao,2015,New Delhi,3,29,feminino,sim,1,0
graduacao,2014,Bangalore,3,30,feminino,nao,1,0
graduacao,2014,Pune,1,28,masculino,nao,2,0
graduacao,2015,Pune,3,27,feminino,nao,5,0
graduacao,2016,Bangalore,3,30,masculino,nao,1,1
graduacao,2016,Pune,3,26,feminino,nao,4,1
graduacao,2018,New Delhi,3,27,feminino,sim,5,1
graduacao,2015,Bangalore,3,26,masculino,nao,4,0
mestrado,2017,New Delhi,2,27,masculino,nao,5,1
graduacao,2015,Bangalore,3,26,masculino,nao,4,0
graduacao,2017,Pune,3,26,feminino,nao,4,1
graduacao,2012,Pune,1,27,masculino,nao,5,0
graduacao,2016,Bangalore,3,26,masculino,nao,4,0
doutorado,2017,Bangalore,3,28,feminino,nao,1,0
graduacao,2015,Pune,3,29,feminino,nao,1,1
mestrado,2014,New Delhi,3,30,masculino,sim,2,0
graduacao,2013,Pune,3,26,masculino,nao,4,0
graduacao,2012,Bangalore,3,27,masculino,nao,5,0
graduacao,2015,Pune,3,28,masculino,nao,1,0
graduacao,2013,Bangalore,3,26,masculino,nao,4,0
graduacao,2013,New Delhi,3,26,masculino,nao,4,0
mestrado,2012,New Delhi,3,30,masculino,nao,2,0
doutorado,2013,New Delhi,3,27,masculino,nao,5,0
graduacao,2012,Bangalore,3,27,masculino,nao,5,0
graduacao,2018,Bangalore,3,30,masculino,sim,1,1
graduacao,2012,Bangalore,3,26,feminino,nao,4,0
mestrado,2017,New Delhi,3,29,feminino,nao,2,0
graduacao,2014,Bangalore,3,29,masculino,nao,2,0
graduacao,2017,New Delhi,3,28,masculino,nao,1,0
graduacao,2015,Pune,2,26,feminino,nao,4,1
graduacao,2018,Bangalore,3,27,feminino,nao,5,1
graduacao,2014,Bangalore,1,28,masculino,nao,1,0
graduacao,2016,Bangalore,3,28,masculino,nao,1,0
graduacao,2014,Pune,3,26,masculino,nao,4,0
graduacao,2012,Pune,3,26,masculino,nao,4,0
graduacao,2015,Bangalore,3,28,masculino,nao,2,0
graduacao,2014,Bangalore,3,28,masculino,nao,1,0
graduacao,2016,Bangalore,3,27,masculino,nao,5,0
doutorado,2012,New Delhi,1,29,feminino,nao,2,0
graduacao,2013,Bangalore,3,30,feminino,nao,2,1
graduacao,2016,Bangalore,3,26,masculino,nao,4,0
graduacao,2014,Pune,3,28,masculino,nao,1,0
mestrado,2013,New Delhi,2,26,masculino,nao,4,1
graduacao,2017,Bangalore,3,27,masculino,nao,5,0
graduacao,2013,Pune,3,27,feminino,nao,5,0
doutorado,2015,New Delhi,3,28,masculino,nao,2,0
mestrado,2017,Pune,2,28,masculino,nao,2,0
graduacao,2014,Pune,3,28,masculino,nao,4,0
graduacao,2016,Bangalore,3,29,feminino,nao,1,1
graduacao,2017,Bangalore,3,26,feminino,nao,4,1
graduacao,2015,Bangalore,3,30,masculino,nao,0,0
mestrado,2012,New Delhi,3,30,masculino,nao,2,0
graduacao,2012,Bangalore,1,30,feminino,nao,0,0
graduacao,2014,New Delhi,3,27,feminino,nao,5,0
graduacao,2017,New Delhi,2,28,feminino,nao,0,0
graduacao,2012,Pune,3,26,masculino,nao,4,0
graduacao,2015,Pune,3,29,feminino,nao,3,1
mestrado,2017,Pune,2,30,masculino,nao,0,1
graduacao,2013,New Delhi,3,26,masculino,nao,4,0
mestrado,2014,Pune,3,30,masculino,nao,0,1
graduacao,2013,Pune,3,29,masculino,sim,2,0
graduacao,2017,Bangalore,3,28,masculino,nao,3,0
mestrado,2018,New Delhi,3,27,masculino,sim,5,1
mestrado,2017,New Delhi,2,26,feminino,sim,4,1
graduacao,2012,Bangalore,3,30,feminino,nao,0,1
graduacao,2012,Bangalore,3,29,feminino,nao,4,0
graduacao,2014,Bangalore,3,29,masculino,nao,1,0
graduacao,2016,Bangalore,3,27,masculino,nao,5,0
graduacao,2015,Bangalore,3,28,masculino,sim,4,0
graduacao,2014,Bangalore,3,26,masculino,nao,4,0
graduacao,2016,Pune,3,29,masculino,nao,5,0
graduacao,2014,Bangalore,3,29,,nao,0,0
mestrado,2013,Bangalore,3,30,masculino,nao,5,1
graduacao,2017,New Delhi,3,30,feminino,sim,3,0
graduacao,2014,Bangalore,3,27,masculino,nao,5,0
doutorado,2015,Pune,2,30,feminino,nao,4,0
mestrado,2014,Bangalore,3,30,masculino,nao,4,1
mestrado,2017,New Delhi,2,27,masculino,nao,5,1
graduacao,2013,Pune,3,30,masculino,nao,0,0
mestrado,2017,Pune,2,30,masculino,nao,0,0
mestrado,2017,New Delhi,2,29,feminino,nao,2,0
mestrado,2017,New Delhi,2,29,masculino,nao,2,0
graduacao,2014,Bangalore,1,27,masculino,nao,5,1
graduacao,2012,Bangalore,3,27,feminino,nao,5,0
graduacao,2017,Bangalore,3,27,masculino,nao,5,0
mestrado,2018,New Delhi,3,30,feminino,nao,4,1
graduacao,2015,Bangalore,3,29,feminino,nao,1,0
graduacao,2014,Pune,3,26,feminino,nao,4,1
mestrado,2016,Pune,3,28,masculino,nao,2,0
graduacao,2015,New Delhi,3,28,feminino,nao,4,0
graduacao,2015,Bangalore,3,30,masculino,nao,0,0
graduacao,2014,Bangalore,3,28,feminino,nao,3,0
graduacao,2017,Bangalore,3,28,masculino,nao,4,0
graduacao,2013,Bangalore,3,26,masculino,nao,4,0
graduacao,2015,Bangalore,3,28,feminino,nao,0,0
graduacao,2015,Pune,2,28,feminino,nao,2,1
mestrado,2013,Pune,3,27,feminino,sim,5,1
graduacao,2016,Bangalore,3,27,masculino,nao,5,1
graduacao,2012,Pune,3,29,masculino,nao,1,0
graduacao,2015,Pune,2,28,feminino,nao,0,1
graduacao,2018,Pune,3,30,masculino,sim,3,1
graduacao,2016,Bangalore,3,29,masculino,nao,5,0
mestrado,2013,New Delhi,2,27,feminino,nao,5,1
mestrado,2017,New Delhi,2,30,masculino,nao,2,0
graduacao,2012,New Delhi,3,26,masculino,nao,4,0
graduacao,2016,Bangalore,3,30,masculino,nao,2,1
graduacao,2017,New Delhi,2,29,masculino,nao,3,1
graduacao,2017,Pune,2,28,masculino,nao,3,0
graduacao,2013,Bangalore,3,27,masculino,nao,5,0
graduacao,2013,Bangalore,3,29,masculino,sim,4,0
graduacao,2013,Bangalore,3,30,masculino,nao,5,0
graduacao,2015,Bangalore,3,26,masculino,nao,4,0
graduacao,2015,Pune,2,26,feminino,nao,4,1
graduacao,2012,Bangalore,3,29,masculino,sim,2,1
mestrado,2015,Bangalore,3,28,masculino,nao,0,1
graduacao,2014,New Delhi,3,29,feminino,nao,2,0
mestrado,2015,Pune,3,29,feminino,nao,4,0
graduacao,2013,Bangalore,3,27,masculino,nao,5,0
graduacao,2013,Pune,3,27,feminino,nao,5,1
graduacao,2017,Bangalore,3,30,masculino,nao,1,1
mestrado,2014,Pune,3,30,masculino,nao,2,0
graduacao,2015,New Delhi,3,28,feminino,nao,4,0
graduacao,2013,Bangalore,3,26,feminino,nao,4,0
graduacao,2014,Bangalore,3,28,masculino,nao,5,0
graduacao,2017,Bangalore,1,28,feminino,nao,0,1
graduacao,2016,Bangalore,3,27,masculino,sim,5,0
graduacao,2013,Bangalore,3,28,masculino,nao,5,0
mestrado,2013,New Delhi,3,30,masculino,nao,2,1
mestrado,2013,New Delhi,1,29,feminino,nao,2,1
graduacao,2017,Bangalore,3,26,masculino,nao,4,0
graduacao,2015,Pune,3,28,masculino,nao,3,0
graduacao,2013,Bangalore,3,29,masculino,nao,2,0
mestrado,2017,New Delhi,2,28,feminino,nao,2,0
mestrado,2017,New Delhi,2,30,feminino,nao,2,0
doutorado,2013,New Delhi,3,27,feminino,nao,5,0
graduacao,2016,Pune,3,26,masculino,nao,4,0
graduacao,2017,New Delhi,2,26,feminino,nao,4,0
graduacao,2016,Bangalore,3,28,feminino,nao,1,1
graduacao,2017,Pune,2,27,feminino,nao,5,1
graduacao,2012,Bangalore,3,27,feminino,nao,5,0
graduacao,2014,Bangalore,3,26,masculino,nao,4,1
graduacao,2016,Bangalore,3,27,masculino,sim,5,0
graduacao,2015,Bangalore,3,27,feminino,nao,5,0
graduacao,2015,Pune,3,29,masculino,nao,1,0
graduacao,2018,Bangalore,3,26,masculino,nao,4,1
graduacao,2012,Bangalore,3,26,feminino,nao,4,0
graduacao,2017,Bangalore,3,27,masculino,sim,5,0
graduacao,2015,Pune,3,30,feminino,nao,0,1
graduacao,2017,Bangalore,3,30,masculino,nao,3,0
doutorado,2012,New Delhi,3,29,masculino,nao,5,0
graduacao,2016,Pune,3,29,masculino,nao,5,0
graduacao,2014,Bangalore,3,26,feminino,sim,4,0
doutorado,2014,New Delhi,3,28,feminino,nao,0,0
graduacao,2018,Bangalore,3,28,masculino,nao,1,1
graduacao,2013,New Delhi,3,27,feminino,sim,5,0
graduacao,2013,Bangalore,3,28,masculino,nao,2,0
graduacao,2018,Bangalore,3,29,masculino,nao,0,1
graduacao,2016,Bangalore,3,29,masculino,nao,3,0
graduacao,2018,Pune,3,30,feminino,nao,2,1
graduacao,2013,Bangalore,3,26,masculino,nao,4,0
graduacao,2014,Pune,3,29,masculino,nao,3,0
graduacao,2013,Pune,3,30,masculino,nao,4,0
mestrado,2015,New Delhi,3,29,masculino,nao,2,0
graduacao,2018,Pune,3,27,masculino,nao,5,1
graduacao,2016,Bangalore,3,28,masculino,nao,2,0
graduacao,2015,Bangalore,3,29,masculino,nao,1,0
graduacao,2016,Bangalore,3,30,masculino,nao,0,0
graduacao,2016,Bangalore,3,28,feminino,nao,1,0
graduacao,2017,New Delhi,3,26,feminino,nao,4,0
graduacao,2014,Pune,2,29,feminino,nao,1,1
doutorado,2013,New Delhi,3,30,feminino,nao,2,0
graduacao,2016,Bangalore,3,28,masculino,sim,3,0
graduacao,2015,Bangalore,3,28,masculino,nao,1,0
graduacao,2016,Pune,3,28,masculino,nao,5,0
graduacao,2017,Pune,2,28,feminino,nao,1,1
graduacao,2015,Bangalore,3,30,masculino,nao,4,0
mestrado,2012,New Delhi,3,27,masculino,nao,5,0
mestrado,2017,New Delhi,3,29,feminino,sim,2,0
graduacao,2018,New Delhi,3,29,feminino,nao,2,1
graduacao,2018,Bangalore,3,29,masculino,nao,0,1
graduacao,2012,Bangalore,3,28,feminino,nao,0,0
graduacao,2015,Pune,2,28,feminino,nao,0,1
mestrado,2017,New Delhi,2,27,feminino,nao,5,1
graduacao,2018,Pune,3,28,feminino,nao,5,1
graduacao,2016,Pune,3,28,masculino,nao,1,0
graduacao,2014,Bangalore,1,26,masculino,nao,4,1
graduacao,2014,New Delhi,2,29,feminino,nao,3,1
mestrado,2014,Pune,3,26,masculino,nao,4,1
graduacao,2017,Pune,3,27,masculino,nao,5,0
graduacao,2013,Pune,3,30,masculino,nao,4,1
graduacao,2015,Bangalore,3,30,masculino,nao,3,0
graduacao,2012,Bangalore,3,29,masculino,nao,2,1
graduacao,2014,Pune,3,26,masculino,nao,4,0
graduacao,2013,Bangalore,3,26,feminino,nao,4,0
mestrado,2017,New Delhi,2,30,feminino,nao,2,1
graduacao,2012,Pune,3,29,masculino,nao,0,0
graduacao,2015,Pune,1,30,feminino,nao,0,1
graduacao,2017,Bangalore,3,28,masculino,nao,3,0
graduacao,2013,Bangalore,3,28,masculino,nao,5,0
graduacao,2017,Pune,2,30,feminino,nao,4,1
graduacao,2017,Pune,2,28,masculino,nao,5,0
graduacao,2014,New Delhi,3,27,feminino,nao,5,1
graduacao,2012,Bangalore,3,28,feminino,nao,2,0
graduacao,2013,Bangalore,3,29,feminino,nao,5,0
graduacao,2012,Bangalore,3,27,feminino,nao,5,1
graduacao,2017,Pune,2,28,feminino,nao,3,1
graduacao,2015,Bangalore,1,29,masculino,nao,4,0
graduacao,2013,Bangalore,2,30,masculino,nao,0,1
doutorado,2018,Bangalore,3,28,masculino,nao,2,1
graduacao,2015,Pune,3,28,feminino,nao,3,1
graduacao,2015,Bangalore,3,27,masculino,nao,5,0
graduacao,2015,Bangalore,3,30,feminino,nao,3,1
graduacao,2012,Bangalore,3,29,masculino,nao,5,0
graduacao,2012,Bangalore,3,27,feminino,nao,5,0
graduacao,2015,Bangalore,3,26,feminino,nao,4,0
graduacao,2016,Pune,3,27,masculino,nao,5,0
graduacao,2013,Bangalore,3,27,feminino,nao,5,0
graduacao,2013,Pune,3,28,masculino,nao,0,0
graduacao,2014,Pune,3,29,masculino,nao,1,0
graduacao,2017,New Delhi,2,27,masculino,nao,5,0
graduacao,2013,New Delhi,3,27,feminino,nao,5,0
graduacao,2017,Pune,3,30,masculino,nao,5,0
graduacao,2013,Pune,3,27,masculino,nao,5,0
graduacao,2012,New Delhi,3,30,feminino,sim,3,0
graduacao,2013,Pune,2,30,masculino,nao,1,1
doutorado,2015,New Delhi,3,27,feminino,nao,5,0
graduacao,2014,Pune,3,26,masculino,nao,4,0
graduacao,2015,Pune,2,27,feminino,sim,5,1
mestrado,2017,New Delhi,2,29,masculino,nao,1,0
graduacao,2013,New Delhi,3,28,feminino,nao,3,0
mestrado,2012,Pune,3,29,masculino,nao,4,1
graduacao,2014,New Delhi,3,28,feminino,nao,3,0
graduacao,2018,Bangalore,3,27,masculino,sim,5,1
graduacao,2012,Bangalore,3,29,masculino,nao,1,0
graduacao,2017,Pune,2,26,masculino,nao,4,0
graduacao,2014,Bangalore,3,30,masculino,nao,2,1
graduacao,2014,New Delhi,3,29,masculino,nao,4,0
graduacao,2015,Pune,2,26,feminino,nao,4,1
graduacao,2014,Bangalore,3,27,feminino,nao,5,0
mestrado,2013,New Delhi,2,26,masculino,nao,4,1
graduacao,2013,New Delhi,3,29,feminino,nao,2,0
graduacao,2016,Bangalore,2,30,feminino,nao,4,1
graduacao,2017,New Delhi,3,29,feminino,nao,0,0
graduacao,2018,Bangalore,3,28,masculino,nao,3,1
graduacao,2014,Bangalore,3,29,masculino,nao,4,0
mestrado,2017,New Delhi,2,30,feminino,nao,2,0
graduacao,2018,Bangalore,3,29,masculino,sim,2,1
graduacao,2017,New Delhi,2,28,feminino,nao,1,0
graduacao,2013,Bangalore,2,27,feminino,nao,5,1
graduacao,2015,Bangalore,3,30,masculino,nao,4,0
graduacao,2012,Bangalore,3,26,masculino,nao,4,0
graduacao,2016,Bangalore,3,26,masculino,nao,4,0
mestrado,2017,Bangalore,2,30,masculino,nao,3,0
mestrado,2017,New Delhi,2,29,masculino,nao,4,0
graduacao,2014,Bangalore,3,28,masculino,nao,3,0
mestrado,2017,New Delhi,3,27,masculino,nao,5,1
graduacao,2014,Bangalore,3,27,masculino,nao,5,0
graduacao,2017,New Delhi,3,27,masculino,nao,5,0
graduacao,2016,Pune,3,30,masculino,nao,0,0
graduacao,2015,Bangalore,3,29,feminino,nao,0,0
graduacao,2015,Pune,2,27,feminino,sim,5,1
graduacao,2013,Bangalore,3,26,feminino,nao,4,0
graduacao,2015,New Delhi,3,29,masculino,nao,1,0
graduacao,2017,Bangalore,3,30,masculino,nao,4,0
doutorado,2017,New Delhi,3,27,masculino,nao,5,0
doutorado,2013,Bangalore,3,27,masculino,nao,5,0
graduacao,2018,Bangalore,3,28,masculino,sim,1,1
graduacao,2013,Bangalore,3,29,masculino,nao,1,0
mestrado,2017,Pune,2,29,feminino,sim,2,1
graduacao,2015,Pune,3,27,masculino,nao,5,0
graduacao,2012,Bangalore,3,27,feminino,nao,5,0
mestrado,2018,Pune,3,26,masculino,nao,4,1
graduacao,2012,New Delhi,1,27,feminino,nao,5,1
mestrado,2017,Pune,2,27,masculino,sim,5,1
graduacao,2015,Pune,1,28,feminino,nao,0,1
graduacao,2014,Bangalore,3,29,masculino,nao,4,1
graduacao,2017,New Delhi,3,29,feminino,nao,3,0
doutorado,2015,Pune,2,26,feminino,nao,4,0
graduacao,2017,Bangalore,3,30,feminino,nao,5,0
graduacao,2016,Pune,3,26,masculino,nao,4,0
mestrado,2013,Pune,3,26,masculino,nao,4,1
graduacao,2012,Pune,2,29,feminino,nao,2,1
graduacao,2018,Bangalore,3,30,masculino,sim,2,1
graduacao,2016,Bangalore,3,27,masculino,nao,5,0
graduacao,2015,Bangalore,3,26,masculino,nao,4,0
graduacao,2018,Bangalore,2,28,feminino,nao,3,1
graduacao,2012,Bangalore,3,28,masculino,nao,0,1
graduacao,2014,Bangalore,3,27,masculino,nao,5,0
graduacao,2012,Bangalore,3,28,feminino,sim,0,0
mestrado,2014,New Delhi,3,28,masculino,nao,2,0
graduacao,2012,Bangalore,3,26,feminino,nao,4,0
graduacao,2015,Pune,3,27,masculino,nao,5,0
graduacao,2016,Bangalore,3,28,masculino,sim,2,0
graduacao,2018,Pune,3,29,masculino,sim,3,1
graduacao,2014,New Delhi,3,29,masculino,sim,4,0
graduacao,2015,Bangalore,3,29,masculino,nao,1,0
mestrado,2018,Bangalore,3,27,masculino,sim,5,1
graduacao,2014,Bangalore,3,28,masculino,nao,5,0
mestrado,2017,Pune,2,27,masculino,nao,5,0
graduacao,2017,Pune,2,27,masculino,nao,5,0
graduacao,2014,Bangalore,3,28,masculino,nao,4,0
graduacao,2017,New Delhi,2,26,masculino,nao,4,0
graduacao,2017,Pune,3,29,feminino,nao,0,1
graduacao,2012,Bangalore,3,26,feminino,nao,4,0
